video_id,total_views,total_comments,total_likes,total_shares,total_watch_time_min,total_subscribers_gained,total_subscribers_lost,avg_watch_duration_per_view,avg_view_percentage,total_engagement,engagement_rate,like_rate,comment_rate,share_rate,net_subscribers,days_active,date_first_published,date_last_recorded
NUiw7ZwAW34,99556,84,1458,324,6279884,211,7,58.609269480858906,14.404537712895376,1866,1.5488770139419021,1.4645023906143277,0.08437462332757444,0.3254449756920728,204,822,2022-08-11,2024-11-10
NWAeITkq1v4,8,0,0,0,1,0,0,0.05,61.538,0,0,0,0,0,0,5,2024-09-19,2024-10-09
Nj4ul4VH_zU,7099,8,110,21,157372,9,1,20.799631359484973,34.91038385175381,139,1.6622059444992252,1.5495140160585998,0.11269192844062545,0.2958163121566418,8,1511,2019-11-15,2024-11-06
NuJAK6ACU0s,1012,9,41,8,7858,3,1,7.1013815088085455,14.935964912280701,58,4.940711462450593,4.051383399209486,0.8893280632411068,0.7905138339920948,2,228,2020-11-23,2024-10-06
OBsCxQckL9k,66071,53,1036,340,1858060,117,2,25.79202242955341,29.326145069274652,1429,1.648226907417778,1.5680101708767842,0.08021673654099377,0.5145979325271299,115,1227,2021-06-25,2024-11-10
ODhAo6pBKZs,58237,39,797,251,1985086,75,4,32.394084131453305,27.846766766766766,1087,1.43551350515995,1.3685457698713877,0.06696773528856226,0.430997475831516,71,999,2021-12-25,2024-11-09
ODuWSzNVt6M,376,0,9,1,561,2,1,1.9251460009524528,41.07655913978494,10,2.393617021276596,2.393617021276596,0,0.26595744680851063,1,93,2024-02-19,2024-11-07
OMDP94EsTZc,53,0,5,0,13,2,0,0.074953007518797,34.31375,5,9.433962264150944,9.433962264150944,0,0,2,8,2024-09-19,2024-10-16
OQIOyk3wl50,83490,64,1337,659,2028560,229,3,23.356997962905364,32.86130286493861,2060,1.6780452748832195,1.6013893879506529,0.07665588693256678,0.7893160857587735,226,1466,2020-11-06,2024-11-10
OdC1r98-xEM,3472,11,79,22,10472,4,1,2.56706749348586,50.376940559440555,112,2.5921658986175116,2.2753456221198154,0.31682027649769584,0.6336405529953917,3,572,2021-08-25,2024-10-24
OotwxggzUo8,62407,72,1244,659,1163978,218,5,16.83778615853433,23.905686465433302,1975,2.1087378018491516,1.9933661287996538,0.11537167304949765,1.0559712852724854,213,1027,2022-01-03,2024-11-10
Q63ECRmVQQA,13848,11,112,43,51272,10,1,2.824547960241781,56.374005891016196,166,0.888214904679376,0.8087810514153668,0.07943385326400924,0.31051415366839974,9,679,2021-08-16,2024-11-08
QZgVBXyJ4yQ,19,0,2,0,14,0,0,2.444444444444444,292.896,2,10.526315789473683,10.526315789473683,0,0,0,5,2024-09-19,2024-10-17
QeUhbqSWMXM,7676,51,275,70,282348,17,13,30.646634472930003,7.389640102827763,396,4.2470036477331945,3.5825951016154245,0.6644085461177697,0.9119332985930172,4,778,2022-03-10,2024-11-08
RCD2lg6BeWg,48448,43,598,225,1248927,56,1,25.095706368588306,39.72534688995216,866,1.323068031704095,1.2343130779392337,0.0887549537648613,0.4644154557463673,55,1672,2020-04-13,2024-11-10
Ryv2owEHHec,2002,13,116,19,55313,2,3,26.505221901978224,28.753846153846155,148,6.443556443556443,5.794205794205794,0.6493506493506493,0.949050949050949,-1,13,2024-10-29,2024-11-10
S9HRxkscIgc,15559,27,288,154,362368,44,1,22.281268910252557,35.837186417186416,469,2.0245517064078666,1.8510187030014784,0.17353300340638858,0.9897808342438461,43,1443,2020-08-04,2024-11-10
SDztGTaBxiI,42461,50,707,169,1715974,99,0,36.99509898667654,30.901938483547926,926,1.782812463201526,1.6650573467417158,0.11775511645981018,0.3980122936341584,99,1398,2020-09-23,2024-11-09
SaVcfHN7xE4,206643,123,2789,970,5676094,391,4,27.363605064394363,29.443333333333335,3882,1.4091936334644772,1.3496706880949272,0.059522945369550384,0.4694085935647469,387,1365,2021-02-15,2024-11-10
SfTEVOQP-Hk,7555,7,157,47,175512,12,1,23.092090485208256,38.41730635031403,211,2.170747849106552,2.0780939774983453,0.09265387160820648,0.6221045665122436,11,1433,2019-09-07,2024-11-10
SxEzm6x8mBk,6396,16,162,62,88640,14,0,10.841762759941094,35.01736477115118,240,2.782989368355222,2.5328330206378986,0.2501563477173233,0.969355847404628,14,721,2020-12-04,2024-11-08
T0U1D4MIWA0,1491,4,61,17,3657,2,1,2.5653363087362147,62.553977591036414,82,4.359490274983233,4.09121395036888,0.2682763246143528,1.1401743796109993,1,357,2021-03-19,2024-11-03
TvYzk2ygXW4,7124,17,114,29,7748,28,12,1.0517767747598643,35.56034106412005,160,1.8388545760808532,1.600224592925323,0.2386299831555306,0.40707467714766987,16,733,2021-02-02,2024-11-01
UR9wWKJn01k,1694,10,91,12,83957,5,0,38.510719064010914,10.702727272727273,113,5.962219598583235,5.371900826446281,0.5903187721369539,0.70838252656434475,5,11,2024-02-13,2024-03-19
V1YwVETqB2c,7608,8,128,32,186255,13,0,22.682857615938392,35.03991620111732,168,1.7875920084121977,1.6824395373291272,0.10515247108307045,0.4206098843322818,13,1432,2019-09-11,2024-11-08
VY3tz7qDFRE,39453,28,474,131,1490982,94,2,31.786275226350906,31.491527570789867,633,1.2724000709705219,1.20142954908372,0.07097052188680202,0.33204065597039517,92,1342,2020-08-17,2024-11-10
WLnGdj1FqZY,22234,16,329,100,902024,37,3,40.1076530101402,29.08943430656934,445,1.551677610866241,1.4797157506521543,0.07196186021408654,0.4497616263380408,34,548,2023-04-15,2024-11-10
WRD9aHXC89I,6758,5,125,34,149100,10,0,20.501145083215246,34.092933425797504,164,1.9236460491269605,1.8496596626220774,0.0739863865048831,0.5031074282332051,10,1442,2019-09-17,2024-11-10
WWCaid-ty_A,36005,45,518,165,923755,73,3,23.61803877608601,36.95696406443618,728,1.563671712262186,1.4386890709623663,0.12498264129981948,0.4582696847660047,70,1614,2020-04-23,2024-11-09
WcD9IRLdayY,965,15,50,17,1883,2,1,2.2419399244741336,53.987155963302754,82,6.7357512953367875,5.181347150259067,1.5544041450777202,1.7616580310880827,1,109,2024-05-28,2024-11-02
WfOAF0QAteU,62425,48,1039,523,1566127,155,2,24.589187439198337,30.745906593406595,1610,1.7412895474569483,1.6643972767320783,0.07689227072486984,0.8378053664397277,153,1456,2020-11-16,2024-11-10
WsbEVpbKm0U,11833,26,251,43,363843,12,1,29.136889160236013,27.92716335540839,320,2.340911011577791,2.121186512296121,0.21972449928166993,0.36339051804276173,11,906,2021-12-17,2024-11-10
Xb5Isd3JdzY,5695,15,121,31,120142,9,2,13.909339051208027,20.76760210803689,167,2.3880597014925375,2.124670763827919,0.2633889376646181,0.5443371378402108,7,759,2020-08-20,2024-10-24
Y-o9cZukwfA,806,0,45,14,1382,4,0,1.469358347023613,51.87480916030534,59,5.583126550868486,5.583126550868486,0,1.7369727047146404,4,131,2024-02-22,2024-11-10
YBocj6P0-yo,1432,4,70,16,3453,1,0,2.1186618302214946,43.964133333333336,90,5.167597765363128,4.888268156424581,0.27932960893854747,1.1173184357541899,1,450,2021-05-01,2024-11-07
YJblVH2YcpE,11,0,0,0,3,0,0,0.2727272727272727,29.54,0,0,0,0,0,0,1,2024-09-19,2024-09-19
YaowtNI7RqI,646965,177,5776,1609,30518135,1032,24,47.10297521370999,25.7893527696793,7562,0.920142511573269,0.89278399913442,0.02735851243884909,0.24869969781982026,1008,1715,2020-03-02,2024-11-10
YnWTBOP7fB0,62298,33,770,214,2038135,93,3,31.20696772596953,24.984444444444446,1017,1.2889659379113294,1.2359947349834666,0.05297120292786286,0.34351022504735307,90,306,2024-01-10,2024-11-10
Yt3y-EGsp0Q,22852,39,374,153,545683,68,2,21.363188050524442,34.153455037187285,566,1.8072816383686328,1.6366182391037982,0.1706633992648346,0.6695256432697357,66,1479,2020-06-06,2024-11-10
YuQaT52VEwo,8630,10,141,50,167736,17,1,18.356782734241197,30.287116883116884,201,1.749710312862109,1.633835457705678,0.11587485515643105,0.5793742757821553,16,1540,2019-09-06,2024-11-06
Z9AS4IIJVn4,28922,24,525,204,750673,70,4,25.20767071309533,39.3321147260274,753,1.898208975866123,1.8152271627135053,0.08298181315261738,0.7053454117972477,66,1168,2021-06-28,2024-11-10
ZOMnImmhh5o,16063,30,331,115,394311,60,1,20.996632426490656,27.310049668874168,476,2.247400859117226,2.0606362447861546,0.18676461433107142,0.7159310216024404,59,1208,2020-12-21,2024-11-08
ZbU2szTYnE8,262794,190,2634,774,19527872,419,19,71.70068086724469,15.58539534883721,3598,1.0746059651285798,1.0023059887212038,0.07229997640737612,0.29452727231215325,400,1505,2020-09-27,2024-11-10
Zw2yCUhrCVY,50502,28,568,171,1060314,83,3,20.93939609555964,30.81303493449782,767,1.1801512811373807,1.1247079323591145,0.055443348778266205,0.33860045146726864,80,1832,2019-10-24,2024-11-10
ZwtHeB7L6lA,12368,23,263,81,308145,27,0,22.479762210576066,32.696579292267366,367,2.3124191461836996,2.126455368693402,0.18596377749029755,0.6549159120310478,27,763,2021-04-15,2024-11-03
_2fHUYbrhvw,1942,7,31,8,13071,5,4,8.900816192830852,17.281984126984128,46,1.956745623069001,1.596292481977343,0.3604531410916581,0.4119464469618949,1,378,2023-03-15,2024-11-06
_U-FjW5qLME,92187,35,1016,296,3770179,168,6,39.36372370061515,32.91567412140575,1347,1.1400739800622648,1.102107672448393,0.037966307613871805,0.32108648724874445,162,1565,2020-07-23,2024-11-10
_nq29rX0eBg,22972,18,349,115,658792,42,3,26.939585022800113,39.29270055113288,482,1.5975970746996342,1.519240814905102,0.07835625979453248,0.5006094375761797,39,1633,2019-12-17,2024-11-07
aLYVxdJEKQ0,6406,4,88,35,136803,9,0,21.00828729396033,33.51534175334324,127,1.4361536059943802,1.3737121448641898,0.06244146113019045,0.5463627848891663,9,1346,2019-09-25,2024-11-04
b7oTcUTqVG0,2015,4,40,9,32292,0,0,16.58650029194933,41.838980827447024,53,2.1836228287841193,1.9851116625310175,0.19851116625310172,0.4466501240694789,0,991,2019-10-25,2024-11-10
bLiuHH2pQg0,27345,36,511,156,558051,71,2,19.41086588320802,30.55338785046729,703,2.0003656975681112,1.8687145730480894,0.13165112452002192,0.5704882062534283,69,1284,2021-02-17,2024-11-08
bN7jBc95XDo,6772,8,111,37,161674,6,2,23.186932080288923,35.812643356643356,156,1.7572356763142352,1.6391021854695806,0.11813349084465447,0.5463673951565269,4,1430,2019-09-09,2024-11-09
bquG6Wh761g,3848,15,129,25,137227,8,0,27.91960434333179,22.55167741935484,169,3.7422037422037424,3.3523908523908528,0.38981288981288986,0.6496881496881497,8,155,2024-01-08,2024-11-10
